"course_id","skill_id","categories"
"262","10921","[""course_content"", ""lesson_name""]"
"262","10976","[""course_content""]"
"262","10983","[""objectives""]"
"262","10997","[""course_content"", ""learning_outcomes""]"
"262","11006","[""course_content"", ""learning_outcomes""]"
"262","11115","[""course_content""]"
"262","12230","[""course_content""]"
"262","12920","[""description"", ""learning_outcomes"", ""objectives""]"
"262","14129","[""course_content""]"
"262","14286","[""course_content""]"
"263","10920","[""course_content"", ""description"", ""objectives""]"
"263","11006","[""course_content"", ""description""]"
"263","11699","[""course_content""]"
"264","10932","[""objectives""]"
"264","11006","[""course_content""]"
"264","11102","[""description"", ""objectives""]"
"264","11427","[""course_content""]"
"264","11911","[""course_content""]"
"264","13961","[""objectives""]"
"265","10872","[""description""]"
"265","10877","[""course_content""]"
"265","10905","[""description""]"
"265","10953","[""course_content""]"
"265","10967","[""course_content""]"
"265","10992","[""course_content""]"
"265","11041","[""course_content""]"
"265","11046","[""course_content""]"
"265","11072","[""assessment""]"
"265","11115","[""course_content""]"
"265","13940","[""course_content""]"
"265","14223","[""description""]"
"265","14229","[""objectives""]"
"265","14277","[""course_content""]"
"265","14285","[""exam""]"
"266","10872","[""assessment"", ""course_content"", ""description"", ""learning_outcomes"", ""objectives""]"
"266","11077","[""lesson_name""]"
"267","11077","[""assessment"", ""description"", ""learning_outcomes"", ""objectives""]"
"269","10967","[""description""]"
"269","11006","[""learning_outcomes""]"
"269","11111","[""description""]"
"269","11425","[""learning_outcomes""]"
"269","12230","[""learning_outcomes""]"
"269","13376","[""objectives""]"
"270","10872","[""objectives""]"
"270","10885","[""description"", ""learning_outcomes"", ""objectives""]"
"270","10926","[""description""]"
"270","11001","[""course_content""]"
"270","11085","[""learning_outcomes"", ""objectives""]"
"270","11302","[""course_content""]"
"270","11634","[""general_competences""]"
"270","13354","[""description""]"
"270","14394","[""course_content""]"
"271","10889","[""course_content"", ""learning_outcomes"", ""lesson_name"", ""objectives""]"
"271","10967","[""course_content""]"
"271","11006","[""course_content""]"
"271","11166","[""course_content""]"
"271","14333","[""learning_outcomes"", ""objectives""]"
"272","10949","[""description"", ""objectives""]"
"272","11009","[""objectives""]"
"272","11053","[""course_content"", ""description"", ""lesson_name""]"
"272","11064","[""course_content""]"
"272","11083","[""exam"", ""learning_outcomes""]"
"272","11189","[""course_content"", ""description""]"
"272","11192","[""course_content""]"
"272","11249","[""course_content"", ""lesson_name""]"
"272","11293","[""objectives""]"
"272","11358","[""objectives""]"
"272","13260","[""objectives""]"
"272","14142","[""description""]"
"272","14148","[""course_content"", ""description""]"
"272","14154","[""course_content"", ""description""]"
"272","14167","[""objectives""]"
"272","14179","[""objectives""]"
"273","10997","[""lesson_name""]"
"274","10944","[""course_content""]"
"274","10949","[""course_content""]"
"274","10997","[""course_content"", ""description"", ""objectives""]"
"274","12526","[""course_content""]"
"274","14279","[""course_content""]"
"275","10891","[""course_content""]"
"275","11167","[""course_content""]"
"275","12190","[""course_content"", ""learning_outcomes"", ""objectives""]"
"276","10868","[""learning_outcomes""]"
"276","14350","[""course_content"", ""objectives""]"
"277","11072","[""description""]"
"278","10989","[""course_content"", ""learning_outcomes""]"
"278","11954","[""course_content"", ""description"", ""learning_outcomes""]"
"278","14218","[""description""]"
"279","11072","[""assessment""]"
"279","11463","[""description""]"
"279","11861","[""description""]"
"279","12531","[""objectives""]"
"280","10872","[""objectives""]"
"281","11485","[""description""]"
"281","11794","[""course_content"", ""lesson_name""]"
"281","12225","[""objectives""]"
"283","10872","[""course_content"", ""description""]"
"283","10976","[""description""]"
"284","11086","[""objectives""]"
"285","10868","[""course_content"", ""description""]"
"285","11197","[""course_content"", ""description""]"
"286","14370","[""description"", ""objectives""]"
"286","14377","[""course_content""]"
"287","10872","[""learning_outcomes"", ""objectives""]"
"287","11087","[""educational_material""]"
"287","11574","[""educational_material""]"
"287","14332","[""learning_outcomes"", ""objectives""]"
"288","11076","[""learning_outcomes""]"
"288","11087","[""course_content""]"
"288","14118","[""learning_outcomes""]"
"289","10868","[""course_content"", ""description""]"
"289","11099","[""objectives""]"
"289","11136","[""course_content"", ""objectives""]"
"289","11257","[""course_content"", ""objectives""]"
"289","11349","[""course_content"", ""description"", ""lesson_name""]"
"289","11435","[""course_content"", ""description""]"
"289","12248","[""lesson_name""]"
"289","12803","[""course_content"", ""description""]"
"289","13106","[""course_content"", ""description""]"
"289","14142","[""assessment""]"
"289","14199","[""course_content"", ""description""]"
"290","11136","[""description""]"
"291","10920","[""learning_outcomes""]"
"291","11061","[""description""]"
"291","11083","[""objectives""]"
"291","11911","[""assessment"", ""description""]"
"291","14264","[""objectives""]"
"292","10962","[""lesson_name""]"
"292","10989","[""lesson_name""]"
"293","10885","[""lesson_name""]"
"293","10921","[""description"", ""lesson_name"", ""objectives""]"
"294","10877","[""objectives""]"
"294","14151","[""objectives""]"
"294","14160","[""course_content""]"
"295","11302","[""course_content""]"
"295","11654","[""objectives""]"
"295","13894","[""course_content""]"
"295","14173","[""objectives""]"
"296","10872","[""description"", ""exam"", ""lesson_name"", ""objectives""]"
"296","10921","[""course_content"", ""learning_outcomes"", ""objectives""]"
"296","11156","[""description""]"
"296","14206","[""course_content""]"
"297","10872","[""course_content"", ""description""]"
"298","10872","[""description""]"
"298","10885","[""course_content""]"
"299","11001","[""lesson_name"", ""objectives""]"
"300","10997","[""lesson_name""]"
"300","11584","[""course_content"", ""learning_outcomes""]"
"300","14313","[""course_content"", ""learning_outcomes"", ""objectives""]"
"301","10877","[""objectives""]"
"301","10997","[""description""]"
"301","11008","[""objectives""]"
"302","10865","[""objectives""]"
"302","10992","[""course_content"", ""description"", ""exam"", ""lesson_name"", ""objectives""]"
"302","11041","[""exam""]"
"302","11084","[""course_content"", ""description""]"
"302","11102","[""exam""]"
"303","12254","[""lesson_name""]"
"304","10904","[""course_content""]"
"304","10917","[""course_content""]"
"304","11009","[""course_content""]"
"304","11013","[""course_content""]"
"304","11087","[""course_content""]"
"304","11211","[""course_content""]"
"304","11576","[""course_content""]"
"304","12545","[""course_content""]"
"304","13940","[""course_content""]"
"304","14108","[""course_content""]"
"304","14117","[""course_content""]"
"305","10990","[""course_content""]"
"307","10936","[""course_content""]"
"307","11077","[""course_content""]"
"307","14152","[""course_content""]"
"308","10872","[""course_content"", ""description""]"
"308","11077","[""course_content"", ""description"", ""objectives""]"
"309","11071","[""learning_outcomes"", ""objectives""]"
"309","11197","[""learning_outcomes"", ""objectives""]"
"310","10921","[""description""]"
"310","10962","[""description""]"
"310","11003","[""description""]"
"310","11008","[""description""]"
"310","11087","[""description""]"
"310","11215","[""description""]"
"311","10949","[""course_content"", ""description""]"
"311","13947","[""course_content"", ""description""]"
"311","14352","[""course_content"", ""description""]"
"313","10905","[""objectives""]"
"313","10921","[""course_content""]"
"313","10962","[""lesson_name""]"
"313","11009","[""course_content""]"
"313","12768","[""objectives""]"
"313","14314","[""objectives""]"
"314","10896","[""course_content""]"
"315","10906","[""course_content"", ""description""]"
"315","11112","[""course_content"", ""description""]"
"315","11791","[""course_content"", ""description""]"
"315","14376","[""course_content"", ""description""]"
"316","12639","[""course_content""]"
"318","10921","[""lesson_name""]"
"318","11326","[""course_content""]"
"319","10997","[""objectives""]"
"319","11166","[""objectives""]"
"319","11255","[""description""]"
"319","11269","[""course_content""]"
"319","14146","[""objectives""]"
"319","14164","[""course_content""]"
"320","10962","[""objectives""]"
"320","11255","[""assessment""]"
"320","11602","[""objectives""]"
"321","10870","[""learning_outcomes""]"
"321","10959","[""course_content"", ""description""]"
"322","11046","[""objectives""]"
"323","11778","[""learning_outcomes""]"
"323","13618","[""course_content"", ""exam""]"
"323","14307","[""course_content""]"
"324","11087","[""course_content"", ""description""]"
"324","11738","[""course_content"", ""description""]"
"325","10925","[""course_content""]"
"325","11464","[""course_content""]"
"325","11513","[""course_content""]"
"326","14129","[""course_content""]"
"327","10889","[""course_content""]"
"327","10962","[""course_content""]"
"327","10990","[""course_content""]"
"327","11412","[""course_content""]"
"327","13106","[""course_content""]"
"328","14110","[""course_content"", ""description"", ""objectives""]"
"329","10889","[""course_content"", ""objectives""]"
"329","10904","[""objectives""]"
"329","10956","[""course_content"", ""description""]"
"329","11215","[""description""]"
"329","11447","[""lesson_name""]"
"330","11641","[""lesson_name""]"
"331","10891","[""course_content"", ""description""]"
"331","11071","[""objectives""]"
"331","11381","[""course_content"", ""description""]"
"331","11641","[""objectives""]"
"332","11435","[""learning_outcomes""]"
"332","11694","[""description""]"
"333","10904","[""assessment"", ""description""]"
"333","11006","[""assessment"", ""description""]"
"333","11072","[""description""]"
"334","11064","[""course_content"", ""description"", ""objectives""]"
"334","11167","[""description"", ""learning_outcomes""]"
"334","13202","[""description"", ""lesson_name""]"
"335","10949","[""exam"", ""objectives""]"
"335","11064","[""course_content"", ""description"", ""exam""]"
"335","11069","[""course_content"", ""description""]"
"335","11072","[""course_content""]"
"335","11083","[""course_content"", ""description""]"
"335","11087","[""course_content""]"
"335","11249","[""course_content"", ""description""]"
"335","11265","[""course_content"", ""description""]"
"335","12378","[""course_content"", ""description""]"
"335","12526","[""course_content"", ""description""]"
"335","13012","[""course_content"", ""description""]"
"335","14142","[""exam""]"
"336","10868","[""course_content"", ""lesson_name""]"
"336","10975","[""objectives""]"
"336","11069","[""course_content"", ""description""]"
"336","11072","[""course_content""]"
"336","11087","[""course_content""]"
"336","11189","[""course_content"", ""description""]"
"336","11236","[""course_content"", ""description""]"
"336","11574","[""course_content""]"
"336","11881","[""course_content"", ""description""]"
"336","13202","[""course_content"", ""description""]"
"336","14124","[""course_content"", ""description""]"
"336","14132","[""course_content"", ""description""]"
"336","14150","[""course_content"", ""description""]"
"336","14170","[""course_content""]"
"337","10868","[""objectives""]"
"337","10959","[""lesson_name"", ""objectives""]"
"338","10959","[""learning_outcomes"", ""lesson_name"", ""objectives""]"
"339","11006","[""lesson_name""]"
"339","11087","[""description""]"
"340","11006","[""course_content"", ""description"", ""lesson_name""]"
"340","11911","[""course_content"", ""description""]"
"341","10964","[""prerequisites""]"
"343","10983","[""prerequisites""]"
"343","11072","[""course_content""]"
"343","11197","[""objectives""]"
"343","11513","[""course_content""]"
"343","13112","[""objectives""]"
"343","14265","[""course_content""]"
"344","10892","[""course_content"", ""description""]"
"344","12508","[""assessment"", ""course_content"", ""description"", ""lesson_name""]"
"344","13409","[""course_content"", ""description""]"
"344","14228","[""course_content"", ""description""]"
"344","14232","[""course_content"", ""description""]"
"345","11265","[""course_content"", ""description""]"
"345","11645","[""course_content"", ""description""]"
"345","11903","[""course_content"", ""description""]"
"345","11941","[""course_content"", ""description""]"
"345","12762","[""course_content"", ""description"", ""lesson_name""]"
"347","10872","[""objectives""]"
"348","11071","[""objectives""]"
"348","11197","[""description""]"
"348","11257","[""description""]"
"348","11381","[""description"", ""lesson_name""]"
"349","10877","[""course_content""]"
"349","10996","[""course_content""]"
"349","14078","[""lesson_name""]"
"349","14083","[""objectives""]"
"350","11192","[""course_content""]"
"350","11546","[""learning_outcomes"", ""objectives""]"
"350","12526","[""course_content""]"
"351","10925","[""course_content""]"
"351","10962","[""course_content""]"
"351","11053","[""objectives""]"
"351","11069","[""objectives""]"
"351","11265","[""course_content""]"
"351","11881","[""objectives""]"
"351","11925","[""objectives""]"
"351","13894","[""course_content"", ""objectives""]"
"351","14082","[""course_content""]"
"352","10949","[""description""]"
"352","13202","[""course_content""]"
"352","14048","[""course_content""]"
"352","14053","[""course_content""]"
"352","14058","[""course_content""]"
"353","10921","[""course_content"", ""learning_outcomes"", ""lesson_name"", ""objectives""]"
"353","10991","[""course_content""]"
"353","11350","[""course_content""]"
"353","12653","[""course_content""]"
"353","14070","[""course_content""]"
"354","11215","[""course_content""]"
"354","11452","[""objectives""]"
"355","11508","[""lesson_name""]"
"355","12625","[""objectives""]"
"355","14094","[""course_content""]"
"356","10877","[""course_content""]"
"356","10996","[""course_content""]"
"356","10999","[""objectives""]"
"356","11009","[""objectives""]"
"356","11041","[""course_content""]"
"356","12719","[""course_content""]"
"356","12960","[""course_content""]"
"357","12023","[""educational_material""]"
"360","11071","[""prerequisites""]"
"362","11077","[""educational_material""]"
"362","11112","[""course_content"", ""educational_material""]"
"363","11041","[""educational_material""]"
"363","11046","[""course_content""]"
"364","10961","[""lesson_name""]"
"365","11912","[""educational_material""]"
"365","13940","[""educational_material""]"
"368","11156","[""learning_outcomes""]"
"368","11192","[""course_content""]"
"368","11249","[""course_content""]"
"368","12143","[""course_content""]"
"368","12148","[""objectives""]"
"368","12526","[""course_content""]"
"368","12745","[""objectives""]"
"368","14012","[""objectives""]"
"369","10889","[""course_content"", ""educational_material"", ""prerequisites""]"
"369","11108","[""prerequisites""]"
"369","13994","[""prerequisites""]"
"370","10888","[""prerequisites""]"
"370","11108","[""course_content"", ""description""]"
"370","11163","[""course_content"", ""lesson_name""]"
"370","11230","[""course_content"", ""description""]"
"370","11265","[""course_content""]"
"371","10965","[""objectives""]"
"371","11133","[""objectives""]"
"371","13032","[""objectives""]"
"372","10872","[""course_content""]"
"372","11023","[""objectives""]"
"372","11133","[""course_content""]"
"372","13032","[""learning_outcomes"", ""objectives""]"
"372","14005","[""objectives""]"
"373","10928","[""description""]"
"373","12004","[""course_content""]"
"373","13112","[""course_content""]"
"373","13972","[""description""]"
"374","10872","[""prerequisites""]"
"374","11435","[""prerequisites""]"
"375","10872","[""prerequisites""]"
"375","11435","[""prerequisites""]"
"376","11095","[""prerequisites""]"
"376","11641","[""prerequisites""]"
"377","14004","[""course_content""]"
"378","10914","[""course_content"", ""description"", ""lesson_name""]"
"378","11095","[""prerequisites""]"
"378","12535","[""lesson_name""]"
"378","13523","[""objectives""]"
"381","11197","[""course_content""]"
"382","13241","[""learning_outcomes""]"
"384","12940","[""course_content""]"
"384","13947","[""extras"", ""lesson_name""]"
"385","10870","[""objectives""]"
"385","10888","[""course_content"", ""description""]"
"385","10913","[""objectives""]"
"385","10928","[""objectives""]"
"385","11215","[""course_content"", ""description""]"
"385","11910","[""prerequisites""]"
"385","13947","[""description""]"
"385","14025","[""objectives""]"
"385","14065","[""objectives""]"
"386","11215","[""objectives""]"
"386","11326","[""objectives""]"
"389","10863","[""objectives""]"
"389","10870","[""course_content"", ""description"", ""learning_outcomes"", ""lesson_name"", ""objectives""]"
"389","10913","[""learning_outcomes""]"
"389","11072","[""objectives""]"
"389","11451","[""learning_outcomes""]"
"389","11594","[""learning_outcomes""]"
"389","12204","[""objectives""]"
"389","13995","[""description""]"
"390","10870","[""course_content""]"
"390","11024","[""course_content""]"
"390","11084","[""course_content""]"
"390","14016","[""course_content""]"
"390","14025","[""course_content""]"
"390","14036","[""course_content""]"
"391","10863","[""description""]"
"391","10870","[""description""]"
"391","10883","[""objectives""]"
"391","10941","[""description""]"
"391","11464","[""lesson_name""]"
"391","11796","[""description""]"
"391","14002","[""description""]"
"394","13962","[""objectives""]"
"394","13965","[""course_content""]"
"395","10975","[""objectives""]"
"395","11023","[""lesson_name"", ""objectives""]"
"396","12503","[""lesson_name""]"
"397","10904","[""course_content""]"
"397","11009","[""learning_outcomes"", ""objectives""]"
"397","11329","[""course_content""]"
"397","11425","[""course_content"", ""learning_outcomes"", ""lesson_name"", ""objectives""]"
"398","11009","[""learning_outcomes"", ""lesson_name"", ""objectives""]"
"398","11046","[""educational_material""]"
"398","11425","[""description""]"
"399","11425","[""learning_outcomes""]"
"401","11006","[""course_content""]"
"403","10920","[""learning_outcomes"", ""lesson_name"", ""objectives""]"
"404","13961","[""educational_material""]"
"405","11136","[""educational_material""]"
"405","11349","[""lesson_name""]"
"405","12004","[""educational_material""]"
"405","13961","[""educational_material""]"
"409","10959","[""course_content"", ""lesson_name"", ""objectives""]"
"410","10959","[""course_content"", ""description""]"
"410","12049","[""course_content""]"
"411","11326","[""prerequisites""]"
"411","11435","[""prerequisites""]"
"415","13630","[""course_content""]"
"416","11197","[""course_content"", ""description""]"
"422","13630","[""course_content""]"
"427","13629","[""description""]"
"438","11197","[""description""]"
"440","13629","[""description""]"
"442","10989","[""course_content""]"
"450","12636","[""language""]"
"460","12636","[""language""]"
"464","12636","[""language""]"
"469","12636","[""language""]"
"471","10885","[""course_content"", ""educational_material""]"
"471","10926","[""objectives""]"
"471","11001","[""course_content"", ""educational_material""]"
"471","11085","[""objectives""]"
"471","11265","[""course_content"", ""educational_material""]"
"471","11302","[""course_content"", ""educational_material""]"
"472","11015","[""description""]"
"472","11257","[""objectives""]"
"472","11799","[""objectives""]"
"472","11858","[""description""]"
"472","11862","[""description""]"
"473","10872","[""learning_outcomes"", ""objectives""]"
"473","10896","[""course_content""]"
"473","11071","[""lesson_name"", ""objectives""]"
"473","11281","[""objectives""]"
"473","11689","[""objectives""]"
"473","11699","[""course_content"", ""learning_outcomes"", ""objectives""]"
"473","11706","[""course_content""]"
"474","10934","[""course_content""]"
"474","11077","[""course_content""]"
"474","11102","[""course_content""]"
"474","11280","[""objectives""]"
"474","11602","[""course_content""]"
"475","11077","[""lesson_name""]"
"476","10921","[""lesson_name""]"
"476","11111","[""assessment""]"
"476","11112","[""assessment""]"
"476","11620","[""course_content"", ""learning_outcomes""]"
"476","11777","[""assessment""]"
"477","11620","[""course_content"", ""learning_outcomes""]"
"477","11625","[""course_content""]"
"479","11257","[""description""]"
"479","11799","[""description""]"
"480","10872","[""objectives""]"
"480","10896","[""course_content""]"
"480","11087","[""educational_material""]"
"480","11108","[""course_content""]"
"480","11699","[""course_content""]"
"480","11706","[""course_content""]"
"481","11427","[""objectives""]"
"481","11485","[""objectives""]"
"482","10917","[""learning_outcomes""]"
"482","10953","[""objectives""]"
"482","10992","[""learning_outcomes""]"
"482","11042","[""lesson_name""]"
"482","11654","[""course_content""]"
"482","11957","[""objectives""]"
"482","11973","[""course_content""]"
"483","10904","[""description""]"
"483","11102","[""description""]"
"484","10889","[""course_content"", ""educational_material"", ""learning_outcomes"", ""lesson_name"", ""objectives""]"
"484","11083","[""course_content"", ""educational_material""]"
"484","11166","[""learning_outcomes"", ""objectives""]"
"485","10889","[""assessment"", ""description"", ""exam"", ""lesson_name""]"
"485","10901","[""course_content""]"
"485","11083","[""course_content"", ""description""]"
"485","11761","[""course_content""]"
"485","11885","[""description""]"
"485","11892","[""general_competences"", ""objectives""]"
"486","10901","[""course_content""]"
"486","11006","[""learning_outcomes"", ""objectives""]"
"486","11761","[""course_content""]"
"487","11083","[""objectives""]"
"487","11367","[""lesson_name""]"
"487","11863","[""learning_outcomes""]"
"487","11865","[""learning_outcomes""]"
"488","10891","[""learning_outcomes"", ""objectives""]"
"488","10904","[""objectives""]"
"488","10936","[""course_content""]"
"489","10891","[""prerequisites""]"
"489","10901","[""objectives""]"
"489","11077","[""learning_outcomes""]"
"489","11791","[""course_content"", ""learning_outcomes"", ""lesson_name"", ""objectives""]"
"490","10891","[""prerequisites""]"
"490","11077","[""prerequisites""]"
"490","11215","[""course_content"", ""objectives""]"
"490","11435","[""course_content""]"
"490","11720","[""learning_outcomes""]"
"491","10863","[""learning_outcomes""]"
"491","11215","[""description""]"
"491","11435","[""course_content"", ""description""]"
"491","11720","[""objectives""]"
"492","10868","[""lesson_name""]"
"492","11566","[""assessment"", ""course_content""]"
"493","10901","[""learning_outcomes""]"
"494","11061","[""learning_outcomes""]"
"494","11485","[""objectives""]"
"495","11072","[""course_content""]"
"495","11574","[""course_content""]"
"495","11580","[""course_content""]"
"496","10889","[""objectives""]"
"496","10921","[""lesson_name""]"
"496","10976","[""course_content"", ""description""]"
"496","11006","[""objectives""]"
"496","11171","[""course_content""]"
"496","11546","[""learning_outcomes""]"
"496","11553","[""course_content""]"
"497","10920","[""course_content""]"
"497","11006","[""course_content"", ""description"", ""lesson_name""]"
"497","11077","[""course_content""]"
"497","11458","[""course_content""]"
"498","10898","[""course_content""]"
"498","10958","[""assessment""]"
"498","11280","[""assessment""]"
"498","11780","[""objectives""]"
"498","11792","[""course_content""]"
"499","10958","[""assessment""]"
"499","11280","[""assessment""]"
"499","11381","[""learning_outcomes""]"
"499","11412","[""learning_outcomes""]"
"500","10904","[""description"", ""lesson_name""]"
"500","11093","[""learning_outcomes""]"
"501","10872","[""objectives""]"
"501","11001","[""learning_outcomes""]"
"501","11463","[""prerequisites""]"
"501","11654","[""course_content"", ""lesson_name""]"
"502","10900","[""course_content""]"
"502","11037","[""description""]"
"502","11425","[""objectives""]"
"502","11869","[""objectives""]"
"503","10900","[""description"", ""lesson_name""]"
"503","11425","[""objectives""]"
"503","11592","[""learning_outcomes""]"
"503","11602","[""learning_outcomes""]"
"503","11609","[""learning_outcomes""]"
"503","11869","[""objectives""]"
"504","11592","[""learning_outcomes"", ""objectives""]"
"504","11597","[""learning_outcomes""]"
"504","11602","[""learning_outcomes""]"
"504","11607","[""learning_outcomes""]"
"504","11609","[""learning_outcomes""]"
"505","11072","[""objectives""]"
"505","11583","[""educational_material""]"
"506","11588","[""course_content"", ""description"", ""learning_outcomes"", ""lesson_name"", ""objectives""]"
"506","11594","[""learning_outcomes""]"
"506","11598","[""course_content""]"
"506","11604","[""course_content""]"
"507","10975","[""assessment""]"
"507","11061","[""educational_material""]"
"507","11136","[""lesson_name"", ""objectives""]"
"507","11277","[""objectives""]"
"507","11595","[""assessment""]"
"508","11136","[""objectives""]"
"508","11277","[""objectives""]"
"509","11280","[""assessment""]"
"509","11349","[""lesson_name""]"
"510","10921","[""description"", ""learning_outcomes"", ""objectives""]"
"510","11156","[""description"", ""objectives""]"
"510","11654","[""lesson_name""]"
"511","10889","[""course_content""]"
"511","10921","[""course_content""]"
"511","11072","[""course_content""]"
"511","11082","[""learning_outcomes""]"
"511","11087","[""course_content""]"
"511","11166","[""course_content""]"
"511","11216","[""general_competences"", ""lesson_name""]"
"511","11862","[""course_content""]"
"511","11872","[""course_content"", ""learning_outcomes""]"
"511","11881","[""learning_outcomes""]"
"511","11885","[""course_content""]"
"511","11901","[""course_content""]"
"511","11910","[""course_content""]"
"511","11914","[""course_content""]"
"511","11915","[""course_content""]"
"511","11925","[""course_content""]"
"512","10889","[""description""]"
"512","10921","[""lesson_name"", ""objectives""]"
"512","11166","[""description""]"
"512","11901","[""description""]"
"512","11914","[""objectives""]"
"513","10921","[""objectives""]"
"513","11257","[""course_content"", ""educational_material""]"
"513","11649","[""learning_outcomes""]"
"514","11095","[""prerequisites""]"
"514","11257","[""course_content""]"
"514","11649","[""objectives""]"
"515","10863","[""objectives""]"
"515","10953","[""objectives""]"
"515","11162","[""objectives""]"
"515","11509","[""general_competences""]"
"516","10863","[""educational_material"", ""lesson_name"", ""objectives""]"
"516","10990","[""educational_material""]"
"516","11111","[""assessment""]"
"516","11509","[""description""]"
"516","11571","[""assessment""]"
"516","11576","[""educational_material""]"
"517","11111","[""assessment""]"
"517","11510","[""description""]"
"517","11513","[""description""]"
"517","11516","[""course_content"", ""description"", ""objectives""]"
"517","11522","[""objectives""]"
"517","11525","[""course_content""]"
"517","11530","[""course_content""]"
"517","11536","[""course_content""]"
"518","11575","[""lesson_name""]"
"518","11579","[""description""]"
"518","11582","[""course_content""]"
"519","11087","[""course_content""]"
"520","10865","[""objectives""]"
"520","10966","[""objectives""]"
"520","10977","[""course_content"", ""description"", ""general_competences"", ""lesson_name""]"
"520","11084","[""objectives""]"
"520","11155","[""objectives""]"
"520","11574","[""objectives""]"
"520","11600","[""course_content""]"
"520","11737","[""course_content""]"
"520","11742","[""course_content""]"
"520","11753","[""course_content""]"
"521","11645","[""objectives""]"
"521","11782","[""course_content""]"
"521","11813","[""course_content""]"
"522","11004","[""description""]"
"522","11029","[""description"", ""learning_outcomes"", ""lesson_name"", ""objectives""]"
"522","11773","[""description""]"
"522","11778","[""learning_outcomes"", ""objectives""]"
"522","11782","[""course_content""]"
"522","11788","[""course_content""]"
"522","11794","[""course_content""]"
"523","10991","[""general_competences""]"
"523","11668","[""general_competences""]"
"523","11883","[""learning_outcomes"", ""objectives""]"
"523","11890","[""learning_outcomes"", ""objectives""]"
"524","10928","[""course_content""]"
"524","11281","[""course_content""]"
"524","11365","[""description""]"
"524","11883","[""description"", ""objectives""]"
"524","11890","[""objectives""]"
"524","11903","[""course_content""]"
"525","11165","[""description"", ""general_competences""]"
"525","11668","[""description"", ""general_competences""]"
"525","11680","[""objectives""]"
"525","11687","[""course_content"", ""objectives""]"
"525","11690","[""course_content""]"
"525","11695","[""course_content""]"
"525","11701","[""course_content""]"
"526","10962","[""general_competences""]"
"526","10975","[""general_competences""]"
"526","11126","[""general_competences""]"
"526","11557","[""general_competences""]"
"526","11562","[""general_competences""]"
"526","11565","[""general_competences""]"
"526","11570","[""general_competences""]"
"527","10962","[""description""]"
"527","10975","[""description""]"
"527","10977","[""description""]"
"527","11126","[""course_content"", ""description""]"
"527","11557","[""course_content"", ""description""]"
"527","11562","[""description""]"
"527","11565","[""course_content"", ""description""]"
"527","11570","[""course_content"", ""description""]"
"527","11725","[""description""]"
"527","11738","[""description""]"
"527","11759","[""course_content""]"
"527","11765","[""course_content""]"
"528","11526","[""learning_outcomes""]"
"528","11646","[""objectives""]"
"528","11648","[""description"", ""objectives""]"
"528","11751","[""objectives""]"
"528","11757","[""objectives""]"
"528","11766","[""course_content""]"
"529","10990","[""description""]"
"529","11128","[""assessment""]"
"529","11375","[""learning_outcomes""]"
"529","11521","[""learning_outcomes""]"
"529","11648","[""objectives""]"
"529","11661","[""course_content""]"
"529","11667","[""course_content""]"
"529","11677","[""educational_material""]"
"530","11007","[""course_content""]"
"530","11111","[""course_content""]"
"530","11521","[""lesson_name""]"
"530","11526","[""objectives""]"
"531","10891","[""description"", ""exam"", ""general_competences"", ""objectives""]"
"531","10967","[""course_content""]"
"531","11580","[""description""]"
"531","11648","[""description"", ""objectives""]"
"531","11694","[""course_content"", ""educational_material""]"
"531","11697","[""course_content""]"
"531","11779","[""description"", ""objectives""]"
"531","11796","[""general_competences"", ""objectives""]"
"531","11803","[""objectives""]"
"531","11811","[""course_content"", ""educational_material""]"
"531","11820","[""course_content""]"
"531","11825","[""course_content"", ""educational_material""]"
"531","11831","[""course_content""]"
"531","11836","[""assessment""]"
"532","10891","[""assessment"", ""course_content"", ""exam""]"
"532","10967","[""course_content"", ""educational_material""]"
"532","11128","[""course_content""]"
"532","11563","[""objectives""]"
"532","11831","[""course_content"", ""educational_material""]"
"532","11854","[""course_content""]"
"533","10891","[""assessment"", ""exam""]"
"533","10967","[""course_content""]"
"533","11526","[""learning_outcomes""]"
"533","11563","[""objectives""]"
"533","11564","[""learning_outcomes""]"
"533","11580","[""description"", ""objectives""]"
"533","11803","[""description"", ""general_competences"", ""objectives""]"
"533","11966","[""course_content"", ""language""]"
"533","12012","[""course_content""]"
"533","12015","[""course_content""]"
"533","12026","[""course_content""]"
"534","11526","[""objectives""]"
"534","11948","[""description""]"
"534","11960","[""general_competences"", ""objectives""]"
"534","11966","[""course_content""]"
"535","11691","[""course_content""]"
"535","11697","[""course_content""]"
"536","10891","[""assessment""]"
"536","11766","[""exam""]"
"537","11563","[""description"", ""objectives""]"
"538","11412","[""course_content""]"
"538","11526","[""objectives""]"
"538","11564","[""objectives""]"
"540","11072","[""assessment""]"
"540","11165","[""description""]"
"540","11220","[""description""]"
"540","11306","[""assessment""]"
"540","11528","[""description""]"
"540","11548","[""course_content""]"
"541","11451","[""course_content""]"
"541","11586","[""learning_outcomes"", ""objectives""]"
"542","11111","[""assessment""]"
"542","11611","[""description""]"
"542","11617","[""description""]"
"542","11622","[""objectives""]"
"542","11623","[""description""]"
"543","10990","[""course_content""]"
"543","11443","[""lesson_name""]"
"543","11611","[""learning_outcomes""]"
"543","11622","[""course_content"", ""learning_outcomes""]"
"543","11632","[""course_content""]"
"543","11636","[""course_content""]"
"543","11646","[""educational_material""]"
"544","11443","[""objectives""]"
